,loss,accuracy,val_loss,val_accuracy
0,0.7274458408355713,0.512499988079071,0.694623589515686,0.44999998807907104
1,0.712993323802948,0.5,0.6990461349487305,0.44999998807907104
2,0.6990311741828918,0.4749999940395355,0.6890396475791931,0.550000011920929
3,0.6939619779586792,0.4625000059604645,0.695581316947937,0.44999998807907104
4,0.7009626626968384,0.48750001192092896,0.6900923848152161,0.550000011920929
5,0.7002313137054443,0.4625000059604645,0.691096842288971,0.550000011920929
6,0.6887454986572266,0.5375000238418579,0.6955642700195312,0.44999998807907104
7,0.686267077922821,0.5375000238418579,0.6934871673583984,0.44999998807907104
8,0.7042638063430786,0.4625000059604645,0.691816508769989,0.550000011920929
9,0.7050759792327881,0.42500001192092896,0.6948542594909668,0.44999998807907104
10,0.701657772064209,0.4375,0.6902965307235718,0.550000011920929
11,0.7030006051063538,0.4625000059604645,0.6894610524177551,0.550000011920929
12,0.683122456073761,0.512499988079071,0.6915194392204285,0.550000011920929
13,0.6984478235244751,0.5249999761581421,0.6905763745307922,0.550000011920929
14,0.7024515867233276,0.38749998807907104,0.6957675218582153,0.44999998807907104
15,0.7091624140739441,0.4375,0.6993279457092285,0.44999998807907104
16,0.7015154957771301,0.4375,0.6918361186981201,0.75
17,0.689201295375824,0.5249999761581421,0.6936432123184204,0.44999998807907104
18,0.6942776441574097,0.512499988079071,0.6922799944877625,0.44999998807907104
19,0.6931459903717041,0.512499988079071,0.6914998888969421,0.699999988079071
20,0.6919130086898804,0.5,0.6890820264816284,0.550000011920929
21,0.6951230764389038,0.44999998807907104,0.6897582411766052,0.550000011920929
22,0.6919474601745605,0.5625,0.6888101696968079,0.550000011920929
23,0.6942879557609558,0.5375000238418579,0.6910392642021179,0.550000011920929
24,0.6910284757614136,0.5625,0.6933892965316772,0.44999998807907104
25,0.6938807964324951,0.48750001192092896,0.6885172724723816,0.550000011920929
26,0.6942981481552124,0.5375000238418579,0.6882222890853882,0.550000011920929
27,0.687419056892395,0.4749999940395355,0.6883641481399536,0.550000011920929
28,0.694871187210083,0.4749999940395355,0.6934391260147095,0.44999998807907104
29,0.7011025547981262,0.5,0.6962715983390808,0.44999998807907104
30,0.6920952796936035,0.5874999761581421,0.6965110898017883,0.44999998807907104
31,0.6988536715507507,0.4749999940395355,0.696652352809906,0.44999998807907104
32,0.6923754811286926,0.4749999940395355,0.6946929097175598,0.44999998807907104
33,0.6899627447128296,0.5874999761581421,0.6950210332870483,0.44999998807907104
34,0.6966456770896912,0.5249999761581421,0.6940950155258179,0.44999998807907104
35,0.6982607245445251,0.4749999940395355,0.6895988583564758,0.6000000238418579
36,0.687218189239502,0.550000011920929,0.6913166046142578,0.5
37,0.6955809593200684,0.4625000059604645,0.6887475252151489,0.550000011920929
38,0.7046700716018677,0.4625000059604645,0.6876406669616699,0.550000011920929
39,0.6970526576042175,0.4375,0.6948151588439941,0.44999998807907104
40,0.7000360488891602,0.4749999940395355,0.6980558037757874,0.44999998807907104
41,0.6904023289680481,0.5249999761581421,0.6887558102607727,0.550000011920929
42,0.6919507384300232,0.5625,0.6848515272140503,0.550000011920929
43,0.684563934803009,0.637499988079071,0.6917517185211182,0.44999998807907104
44,0.6964554786682129,0.4749999940395355,0.6914128661155701,0.44999998807907104
45,0.6910414099693298,0.5375000238418579,0.6915826797485352,0.44999998807907104
46,0.6821659803390503,0.625,0.686815619468689,0.8999999761581421
47,0.6824003458023071,0.637499988079071,0.6810376048088074,0.6000000238418579
48,0.6832454204559326,0.5874999761581421,0.6773409843444824,0.5
49,0.6768816709518433,0.574999988079071,0.6319214105606079,0.8500000238418579
50,0.5673996806144714,0.8125,0.5407780408859253,0.800000011920929
51,0.38887259364128113,0.925000011920929,0.28968387842178345,1.0
52,0.14990398287773132,0.9624999761581421,0.18776269257068634,0.949999988079071
53,0.03086964227259159,1.0,0.17878060042858124,0.949999988079071
54,0.015774250030517578,1.0,0.22084280848503113,0.949999988079071
55,0.0100391935557127,1.0,0.2584058940410614,0.949999988079071
56,0.008054906502366066,1.0,0.2730174660682678,0.949999988079071
57,0.003524795174598694,1.0,0.2810516953468323,0.949999988079071
58,0.005113549530506134,1.0,0.28656917810440063,0.949999988079071
59,0.004040807485580444,1.0,0.2926473021507263,0.949999988079071
60,0.0033763092942535877,1.0,0.29851198196411133,0.949999988079071
61,0.003963766619563103,1.0,0.3036901354789734,0.949999988079071
62,0.003179449588060379,1.0,0.30756187438964844,0.949999988079071
63,0.0023846083786338568,1.0,0.309103786945343,0.949999988079071
64,0.002372498856857419,1.0,0.31148576736450195,0.949999988079071
65,0.0019510932033881545,1.0,0.31583619117736816,0.949999988079071
66,0.0020482614636421204,1.0,0.3223220407962799,0.949999988079071
67,0.0014148014597594738,1.0,0.3266409933567047,0.949999988079071
68,0.0023886547423899174,1.0,0.32994788885116577,0.949999988079071
69,0.006697977893054485,1.0,0.33197110891342163,0.949999988079071
